gs_cat,gs_subcat,gs_name,entrez_gene,gene_symbol,human_entrez_gene,human_gene_symbol,gs_id,gs_pmid,gs_geoid,gs_exact_source,gs_url,gs_description,species_name,species_common_name,ortholog_sources,num_ortholog_sources
H,,HALLMARK_ANGIOGENESIS,50706,Postn,10631,POSTN,M5944,,,,,Genes up-regulated during formation of blood vessels (angiogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ANGIOGENESIS,19074,Prg2,5553,PRG2,M5944,,,,,Genes up-regulated during formation of blood vessels (angiogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ANGIOGENESIS,14083,Ptk2,5747,PTK2,M5944,,,,,Genes up-regulated during formation of blood vessels (angiogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ANGIOGENESIS,20198,S100a4,6275,S100A4,M5944,,,,,Genes up-regulated during formation of blood vessels (angiogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ANGIOGENESIS,268591,Serpina5,5104,SERPINA5,M5944,,,,,Genes up-regulated during formation of blood vessels (angiogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_ANGIOGENESIS,24059,Slco2a1,6578,SLCO2A1,M5944,,,,,Genes up-regulated during formation of blood vessels (angiogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ANGIOGENESIS,20750,Spp1,6696,SPP1,M5944,,,,,Genes up-regulated during formation of blood vessels (angiogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ANGIOGENESIS,20855,Stc1,6781,STC1,M5944,,,,,Genes up-regulated during formation of blood vessels (angiogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ANGIOGENESIS,21824,Thbd,7056,THBD,M5944,,,,,Genes up-regulated during formation of blood vessels (angiogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ANGIOGENESIS,21857,Timp1,7076,TIMP1,M5944,,,,,Genes up-regulated during formation of blood vessels (angiogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl",10
H,,HALLMARK_ANGIOGENESIS,94185,Tnfrsf21,27242,TNFRSF21,M5944,,,,,Genes up-regulated during formation of blood vessels (angiogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ANGIOGENESIS,22325,Vav2,7410,VAV2,M5944,,,,,Genes up-regulated during formation of blood vessels (angiogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_ANGIOGENESIS,13003,Vcan,1462,VCAN,M5944,,,,,Genes up-regulated during formation of blood vessels (angiogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ANGIOGENESIS,22339,Vegfa,7422,VEGFA,M5944,,,,,Genes up-regulated during formation of blood vessels (angiogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_ANGIOGENESIS,22370,Vtn,7448,VTN,M5944,,,,,Genes up-regulated during formation of blood vessels (angiogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,11459,Acta1,58,ACTA1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,11461,Actb,60,ACTB,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,HGNC,OMA,Panther,Ensembl,OrthoDB",9
H,,HALLMARK_APICAL_JUNCTION,11464,Actc1,70,ACTC1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,11465,Actg1,71,ACTG1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,HGNC,OMA,Panther,Ensembl,OrthoDB",9
H,,HALLMARK_APICAL_JUNCTION,11468,Actg2,72,ACTG2,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,109711,Actn1,87,ACTN1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,11472,Actn2,88,ACTN2,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,11474,Actn3,89,ACTN3,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,PhylomeDB,NCBI,HGNC,OMA,Panther,Ensembl,OrthoDB",8
H,,HALLMARK_APICAL_JUNCTION,60595,Actn4,81,ACTN4,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,11490,Adam15,8751,ADAM15,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,23792,Adam23,8745,ADAM23,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,HGNC,OMA,Panther,Ensembl,OrthoDB",8
H,,HALLMARK_APICAL_JUNCTION,11502,Adam9,8754,ADAM9,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_APICAL_JUNCTION,23794,Adamts5,11096,ADAMTS5,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_APICAL_JUNCTION,11548,Adra1b,147,ADRA1B,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,11652,Akt2,208,AKT2,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,23797,Akt3,10000,AKT3,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,11688,Alox8,247,ALOX15B,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,11705,Amh,268,AMH,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,229715,Amigo1,57463,AMIGO1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,105827,Amigo2,347902,AMIGO2,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,73341,Arhgef6,9459,ARHGEF6,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,76709,Arpc2,10109,ARPC2,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,232975,Atp1a3,478,ATP1A3,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,Panther,OMA,Ensembl,OrthoDB",10
H,,HALLMARK_APICAL_JUNCTION,14595,B4galt1,2683,B4GALT1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,108100,Baiap2,10458,BAIAP2,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,12153,Bmp1,649,BMP1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,239857,Cadm2,253559,CADM2,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,94332,Cadm3,57863,CADM3,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,12308,Calb2,794,CALB2,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,12331,Cap1,10487,CAP1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,69165,Cd209b,30835,CD209,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"PhylomeDB,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",7
H,,HALLMARK_APICAL_JUNCTION,60533,Cd274,29126,CD274,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,102657,Cd276,80381,CD276,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,12490,Cd34,947,CD34,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,12524,Cd86,942,CD86,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,12550,Cdh1,999,CDH1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,12552,Cdh11,1009,CDH11,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,12555,Cdh15,1013,CDH15,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,12560,Cdh3,1001,CDH3,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,12561,Cdh4,1002,CDH4,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,HGNC,Panther,OMA,Ensembl,OrthoDB",9
H,,HALLMARK_APICAL_JUNCTION,12563,Cdh6,1004,CDH6,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,12564,Cdh8,1006,CDH8,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,264064,Cdk8,1024,CDK8,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,386463,Cdsn,1041,CDSN,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,NCBI,OrthoMCL,HGNC,OMA,Panther,Ensembl,OrthoDB",8
H,,HALLMARK_APICAL_JUNCTION,99151,Cercam,51148,CERCAM,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,18417,Cldn11,5010,CLDN11,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,56173,Cldn14,23562,CLDN14,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,60363,Cldn15,24146,CLDN15,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,56492,Cldn18,51208,CLDN18,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,242653,Cldn19,149461,CLDN19,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,12740,Cldn4,1364,CLDN4,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,12741,Cldn5,7122,CLDN5,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,54419,Cldn6,9074,CLDN6,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,53624,Cldn7,1366,CLDN7,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,54420,Cldn8,9073,CLDN8,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,56863,Cldn9,9080,CLDN9,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,12798,Cnn2,1265,CNN2,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,12805,Cntn1,1272,CNTN1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,107581,Col16a1,1307,COL16A1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,12821,Col17a1,1308,COL17A1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,PhylomeDB,NCBI,HGNC,OMA,Panther,Ensembl,OrthoDB",8
H,,HALLMARK_APICAL_JUNCTION,12839,Col9a1,1297,COL9A1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,12908,Crat,1384,CRAT,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,224912,Crb3,92359,CRB3,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Ensembl,OrthoDB",8
H,,HALLMARK_APICAL_JUNCTION,12385,Ctnna1,1495,CTNNA1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_APICAL_JUNCTION,12388,Ctnnd1,1500,CTNND1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,20312,Cx3cl1,6376,CX3CL1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,69192,Dhx16,8449,DHX16,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_APICAL_JUNCTION,13383,Dlg1,1739,DLG1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,13406,Dmp1,1758,DMP1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,13505,Dsc1,1823,DSC1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_APICAL_JUNCTION,13507,Dsc3,1825,DSC3,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,13649,Egfr,1956,EGFR,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,13822,Epb41l2,2037,EPB41L2,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,14026,Evl,51466,EVL,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,20336,Exoc4,60412,EXOC4,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,14118,Fbn1,2200,FBN1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_APICAL_JUNCTION,68794,Flnc,2318,FLNC,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,14086,Fscn1,6624,FSCN1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,23880,Fyb,2533,FYB1,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_APICAL_JUNCTION,14431,Gamt,2593,GAMT,M5915,,,,,Genes encoding components of apical junction complex.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl",10
